order_id,user_id,item_id,user_segment,cart_value,cart_size,hour_bucket,weekend_flag,item_price,item_margin,popularity_score,category_match_flag,accepted
4710,2056,245,mid,461.71,1,dinner,0,63.28,0.64,0.96,1,0
4710,2056,268,mid,461.71,1,dinner,0,154.76,0.52,0.836,1,1
4710,2056,194,mid,461.71,1,dinner,0,432.25,0.27,0.295,0,1
4711,2430,205,budget,356.4,1,lunch,0,405.76,0.3,0.553,0,0
4711,2430,229,budget,356.4,1,lunch,0,216.79,0.53,0.271,1,0
4711,2430,129,budget,356.4,1,lunch,0,169.45,0.64,0.423,1,1
4712,2095,51,budget,470.36,1,lunch,1,407.06,0.31,0.043,0,0
4712,2095,26,budget,470.36,1,lunch,1,330.12,0.27,0.551,0,0
4712,2095,19,budget,470.36,1,lunch,1,129.47,0.48,0.307,1,0
4713,1653,200,budget,446.93,2,late,0,115.09,0.43,0.111,0,0
4713,1653,114,budget,446.93,2,late,0,142.63,0.47,0.751,1,1
4713,1653,162,budget,446.93,2,late,0,207.81,0.43,0.117,1,0
4714,1916,29,mid,452.35,2,late,0,222.72,0.53,0.017,1,0
4714,1916,140,mid,452.35,2,late,0,244.51,0.41,0.963,1,0
4714,1916,228,mid,452.35,2,late,0,252.88,0.46,0.071,1,1
4715,603,80,budget,321.03,3,late,1,275.25,0.43,0.921,1,0
4715,603,104,budget,321.03,3,late,1,448.16,0.3,0.894,0,0
4715,603,8,budget,321.03,3,late,1,243.22,0.43,0.984,1,1
4716,2175,70,budget,375.9,1,dinner,1,277.03,0.45,0.133,1,0
4716,2175,289,budget,375.9,1,dinner,1,136.97,0.41,0.99,0,0
4716,2175,31,budget,375.9,1,dinner,1,131.75,0.53,0.868,1,0
4717,2302,218,mid,448.79,3,late,1,172.28,0.58,0.403,1,0
4717,2302,205,mid,448.79,3,late,1,405.76,0.3,0.553,0,0
4717,2302,69,mid,448.79,3,late,1,110.22,0.51,0.434,1,1
4718,118,27,budget,552.93,1,late,0,322.95,0.27,0.873,0,0
4718,118,6,budget,552.93,1,late,0,188.91,0.41,0.299,0,0
4718,118,175,budget,552.93,1,late,0,152.23,0.58,0.909,1,0
4719,2761,241,mid,557.38,3,lunch,1,297.45,0.32,0.341,0,0
4719,2761,293,mid,557.38,3,lunch,1,263.06,0.33,0.418,0,0
4719,2761,190,mid,557.38,3,lunch,1,136.78,0.44,0.902,1,1
4720,1816,50,budget,372.49,1,lunch,0,163.49,0.54,0.391,1,0
4720,1816,219,budget,372.49,1,lunch,0,284.0,0.52,0.305,1,1
4720,1816,70,budget,372.49,1,lunch,0,277.03,0.45,0.133,1,0
4721,1246,208,budget,548.08,2,lunch,0,161.11,0.66,0.731,1,0
4721,1246,36,budget,548.08,2,lunch,0,135.55,0.63,0.211,1,1
4721,1246,26,budget,548.08,2,lunch,0,330.12,0.27,0.551,0,0
4722,2243,118,budget,316.58,2,dinner,0,61.27,0.63,0.424,1,0
4722,2243,93,budget,316.58,2,dinner,0,271.92,0.22,0.692,0,0
4722,2243,240,budget,316.58,2,dinner,0,96.82,0.45,0.253,0,1
4723,1015,65,budget,367.71,1,dinner,1,238.12,0.28,0.561,0,0
4723,1015,122,budget,367.71,1,dinner,1,438.67,0.31,0.134,0,0
4723,1015,19,budget,367.71,1,dinner,1,129.47,0.48,0.307,1,0
4724,1413,138,budget,268.14,3,lunch,0,148.66,0.58,0.48,1,0
4724,1413,224,budget,268.14,3,lunch,0,210.22,0.5,0.073,1,0
4724,1413,47,budget,268.14,3,lunch,0,155.78,0.66,0.365,1,0
4725,2449,31,budget,290.76,2,dinner,0,131.75,0.53,0.868,1,0
4725,2449,12,budget,290.76,2,dinner,0,255.67,0.31,0.405,0,0
4725,2449,119,budget,290.76,2,dinner,0,126.21,0.7,0.073,1,1
4726,1869,145,mid,455.99,2,dinner,0,375.83,0.32,0.746,0,0
4726,1869,231,mid,455.99,2,dinner,0,205.49,0.49,0.571,1,1
4726,1869,22,mid,455.99,2,dinner,0,198.76,0.37,0.108,0,1
4727,1224,215,budget,476.95,1,lunch,1,212.61,0.35,0.807,0,0
4727,1224,234,budget,476.95,1,lunch,1,337.04,0.32,0.313,0,0
4727,1224,272,budget,476.95,1,lunch,1,86.65,0.4,0.888,0,0
4728,2902,281,budget,505.29,3,dinner,0,145.81,0.36,0.403,0,0
4728,2902,202,budget,505.29,3,dinner,0,133.23,0.64,0.66,1,0
4728,2902,147,budget,505.29,3,dinner,0,283.1,0.25,0.639,0,0
4729,771,57,budget,679.85,3,lunch,0,117.81,0.68,0.188,1,0
4729,771,104,budget,679.85,3,lunch,0,448.16,0.3,0.894,0,0
4729,771,73,budget,679.85,3,lunch,0,149.92,0.44,1.0,0,0
4730,2636,273,budget,491.76,2,lunch,0,276.89,0.35,0.38,0,0
4730,2636,67,budget,491.76,2,lunch,0,163.4,0.43,0.952,1,1
4730,2636,244,budget,491.76,2,lunch,0,348.19,0.24,0.569,0,0
4731,2929,177,budget,430.14,1,dinner,0,129.85,0.52,0.614,1,1
4731,2929,92,budget,430.14,1,dinner,0,459.69,0.22,0.013,0,0
4731,2929,48,budget,430.14,1,dinner,0,180.93,0.36,0.715,0,0
4732,150,140,budget,467.66,2,lunch,0,244.51,0.41,0.963,1,0
4732,150,50,budget,467.66,2,lunch,0,163.49,0.54,0.391,1,1
4732,150,227,budget,467.66,2,lunch,0,120.06,0.53,0.02,1,0
4733,2410,240,budget,645.86,2,lunch,0,96.82,0.45,0.253,0,0
4733,2410,222,budget,645.86,2,lunch,0,184.49,0.43,0.784,0,0
4733,2410,20,budget,645.86,2,lunch,0,171.92,0.68,0.19,1,0
4734,476,164,budget,605.03,3,lunch,1,134.02,0.4,0.748,0,0
4734,476,107,budget,605.03,3,lunch,1,297.28,0.54,0.029,1,0
4734,476,161,budget,605.03,3,lunch,1,476.08,0.26,0.365,0,0
4735,1060,5,budget,342.81,2,lunch,1,385.36,0.32,0.334,0,0
4735,1060,210,budget,342.81,2,lunch,1,111.4,0.59,0.978,1,1
4735,1060,79,budget,342.81,2,lunch,1,138.11,0.54,0.051,1,0
4736,2972,54,budget,437.75,1,dinner,1,405.87,0.21,0.819,0,0
4736,2972,36,budget,437.75,1,dinner,1,135.55,0.63,0.211,1,0
4736,2972,258,budget,437.75,1,dinner,1,254.69,0.35,0.506,0,0
4737,2030,127,budget,272.43,2,late,1,115.65,0.52,0.458,1,1
4737,2030,211,budget,272.43,2,late,1,165.62,0.5,0.166,1,0
4737,2030,66,budget,272.43,2,late,1,395.59,0.34,0.833,0,0
4738,1681,164,mid,431.6,1,dinner,0,134.02,0.4,0.748,0,0
4738,1681,167,mid,431.6,1,dinner,0,158.86,0.51,0.935,1,1
4738,1681,95,mid,431.6,1,dinner,0,133.73,0.51,0.932,1,1
4739,2020,3,budget,479.14,2,dinner,1,294.58,0.28,0.246,0,0
4739,2020,130,budget,479.14,2,dinner,1,278.25,0.32,0.272,0,0
4739,2020,168,budget,479.14,2,dinner,1,69.19,0.63,0.912,1,0
4740,2145,241,budget,518.4,1,dinner,1,297.45,0.32,0.341,0,0
4740,2145,2,budget,518.4,1,dinner,1,235.95,0.33,0.779,0,0
4740,2145,51,budget,518.4,1,dinner,1,407.06,0.31,0.043,0,0
4741,911,161,mid,386.51,2,dinner,0,476.08,0.26,0.365,0,0
4741,911,129,mid,386.51,2,dinner,0,169.45,0.64,0.423,1,0
4741,911,10,mid,386.51,2,dinner,0,84.31,0.68,0.858,1,1
4742,2201,273,premium,421.44,1,late,1,276.89,0.35,0.38,0,0
4742,2201,297,premium,421.44,1,late,1,169.36,0.44,0.758,0,0
4742,2201,283,premium,421.44,1,late,1,163.24,0.54,0.745,1,1
4743,100,202,budget,221.94,3,dinner,0,133.23,0.64,0.66,1,0
4743,100,21,budget,221.94,3,dinner,0,228.71,0.25,0.251,0,0
4743,100,197,budget,221.94,3,dinner,0,421.45,0.31,0.072,0,0
4744,2201,139,premium,286.56,1,dinner,0,190.2,0.41,0.894,0,0
4744,2201,244,premium,286.56,1,dinner,0,348.19,0.24,0.569,0,0
4744,2201,252,premium,286.56,1,dinner,0,101.68,0.6,0.752,1,0
4745,677,108,budget,400.84,3,lunch,0,239.2,0.46,0.317,1,0
4745,677,201,budget,400.84,3,lunch,0,336.73,0.21,0.013,0,0
4745,677,200,budget,400.84,3,lunch,0,115.09,0.43,0.111,0,0
4746,979,253,mid,283.95,2,dinner,0,338.77,0.29,0.339,0,0
4746,979,171,mid,283.95,2,dinner,0,198.29,0.44,0.693,0,0
4746,979,270,mid,283.95,2,dinner,0,171.38,0.55,0.424,1,1
4747,801,127,premium,415.37,1,late,0,115.65,0.52,0.458,1,1
4747,801,228,premium,415.37,1,late,0,252.88,0.46,0.071,1,1
4747,801,72,premium,415.37,1,late,0,183.25,0.37,0.502,0,0
4748,1375,26,budget,484.83,1,dinner,0,330.12,0.27,0.551,0,0
4748,1375,58,budget,484.83,1,dinner,0,248.04,0.2,0.423,0,0
4748,1375,146,budget,484.83,1,dinner,0,268.11,0.28,0.644,0,0
4749,2840,43,budget,314.81,2,late,1,190.82,0.42,0.508,1,0
4749,2840,224,budget,314.81,2,late,1,210.22,0.5,0.073,1,0
4749,2840,208,budget,314.81,2,late,1,161.11,0.66,0.731,1,0
4750,457,59,mid,733.92,2,dinner,1,304.39,0.23,0.652,0,0
4750,457,137,mid,733.92,2,dinner,1,184.6,0.41,0.394,0,1
4750,457,44,mid,733.92,2,dinner,1,264.68,0.47,0.519,1,1
4751,237,257,budget,391.73,1,late,1,225.36,0.35,0.588,0,0
4751,237,132,budget,391.73,1,late,1,141.65,0.49,0.566,0,0
4751,237,225,budget,391.73,1,late,1,153.52,0.41,0.044,0,0
4752,1113,1,mid,356.33,2,lunch,1,135.33,0.36,0.833,0,0
4752,1113,157,mid,356.33,2,lunch,1,319.26,0.26,0.926,0,0
4752,1113,295,mid,356.33,2,lunch,1,245.01,0.28,0.158,0,0
4753,535,168,budget,571.46,1,dinner,1,69.19,0.63,0.912,1,0
4753,535,176,budget,571.46,1,dinner,1,234.93,0.53,0.63,1,0
4753,535,55,budget,571.46,1,dinner,1,222.11,0.34,0.494,0,0
4754,1971,77,budget,638.94,2,dinner,1,262.8,0.52,0.668,1,1
4754,1971,266,budget,638.94,2,dinner,1,387.74,0.27,0.143,0,0
4754,1971,172,budget,638.94,2,dinner,1,178.64,0.54,0.949,1,1
4755,352,188,budget,420.83,1,dinner,0,272.66,0.48,0.13,1,1
4755,352,57,budget,420.83,1,dinner,0,117.81,0.68,0.188,1,0
4755,352,70,budget,420.83,1,dinner,0,277.03,0.45,0.133,1,0
4756,2031,242,budget,447.62,2,dinner,0,337.56,0.23,0.811,0,0
4756,2031,176,budget,447.62,2,dinner,0,234.93,0.53,0.63,1,0
4756,2031,85,budget,447.62,2,dinner,0,96.5,0.63,0.488,1,0
4757,1374,230,mid,459.02,2,dinner,0,190.78,0.43,0.759,1,0
4757,1374,86,mid,459.02,2,dinner,0,321.81,0.3,0.728,0,0
4757,1374,57,mid,459.02,2,dinner,0,117.81,0.68,0.188,1,0
4758,1959,238,budget,363.09,3,lunch,0,229.01,0.23,0.898,0,0
4758,1959,218,budget,363.09,3,lunch,0,172.28,0.58,0.403,1,0
4758,1959,173,budget,363.09,3,lunch,0,369.86,0.24,0.989,0,0
4759,1972,238,budget,327.47,2,lunch,1,229.01,0.23,0.898,0,0
4759,1972,266,budget,327.47,2,lunch,1,387.74,0.27,0.143,0,0
4759,1972,59,budget,327.47,2,lunch,1,304.39,0.23,0.652,0,0
4760,984,146,mid,503.14,1,dinner,1,268.11,0.28,0.644,0,0
4760,984,105,mid,503.14,1,dinner,1,370.71,0.21,0.514,0,0
4760,984,17,mid,503.14,1,dinner,1,203.6,0.28,0.574,0,1
4761,2843,154,budget,348.33,2,dinner,0,103.19,0.36,0.843,0,0
4761,2843,137,budget,348.33,2,dinner,0,184.6,0.41,0.394,0,0
4761,2843,280,budget,348.33,2,dinner,0,346.27,0.26,0.719,0,0
4762,480,55,mid,384.34,2,dinner,1,222.11,0.34,0.494,0,0
4762,480,258,mid,384.34,2,dinner,1,254.69,0.35,0.506,0,0
4762,480,280,mid,384.34,2,dinner,1,346.27,0.26,0.719,0,0
4763,1292,291,mid,489.74,1,late,0,198.38,0.37,0.441,0,0
4763,1292,275,mid,489.74,1,late,0,93.81,0.54,0.136,1,1
4763,1292,172,mid,489.74,1,late,0,178.64,0.54,0.949,1,1
4764,674,12,budget,311.88,1,dinner,0,255.67,0.31,0.405,0,0
4764,674,23,budget,311.88,1,dinner,0,176.32,0.53,0.161,1,1
4764,674,147,budget,311.88,1,dinner,0,283.1,0.25,0.639,0,0
4765,2915,41,mid,485.03,1,dinner,0,155.36,0.42,0.363,0,0
4765,2915,160,mid,485.03,1,dinner,0,389.57,0.28,0.319,0,0
4765,2915,249,mid,485.03,1,dinner,0,223.44,0.41,0.273,1,1
4766,2640,147,budget,350.69,3,late,0,283.1,0.25,0.639,0,0
4766,2640,253,budget,350.69,3,late,0,338.77,0.29,0.339,0,0
4766,2640,254,budget,350.69,3,late,0,416.58,0.32,0.15,0,0
4767,2976,104,budget,318.79,2,dinner,1,448.16,0.3,0.894,0,0
4767,2976,226,budget,318.79,2,dinner,1,172.56,0.55,0.035,1,0
4767,2976,10,budget,318.79,2,dinner,1,84.31,0.68,0.858,1,1
4768,1916,297,mid,372.77,1,lunch,0,169.36,0.44,0.758,0,0
4768,1916,45,mid,372.77,1,lunch,0,246.29,0.47,0.418,1,0
4768,1916,57,mid,372.77,1,lunch,0,117.81,0.68,0.188,1,0
4769,417,106,budget,531.7,1,late,0,137.06,0.69,0.207,1,0
4769,417,297,budget,531.7,1,late,0,169.36,0.44,0.758,0,0
4769,417,105,budget,531.7,1,late,0,370.71,0.21,0.514,0,0
4770,75,211,mid,460.11,1,late,1,165.62,0.5,0.166,1,0
4770,75,163,mid,460.11,1,late,1,138.34,0.55,0.437,1,0
4770,75,152,mid,460.11,1,late,1,76.54,0.63,0.979,1,0
4771,2037,254,budget,564.23,2,lunch,1,416.58,0.32,0.15,0,0
4771,2037,22,budget,564.23,2,lunch,1,198.76,0.37,0.108,0,0
4771,2037,89,budget,564.23,2,lunch,1,415.09,0.29,0.143,0,0
4772,1338,192,mid,302.36,1,dinner,0,186.85,0.54,0.705,1,0
4772,1338,240,mid,302.36,1,dinner,0,96.82,0.45,0.253,0,0
4772,1338,64,mid,302.36,1,dinner,0,279.7,0.34,0.458,0,0
4773,2752,14,budget,364.67,3,dinner,1,65.84,0.64,0.787,1,0
4773,2752,268,budget,364.67,3,dinner,1,154.76,0.52,0.836,1,0
4773,2752,85,budget,364.67,3,dinner,1,96.5,0.63,0.488,1,0
4774,2451,214,budget,399.8,1,late,0,211.2,0.32,0.837,0,0
4774,2451,286,budget,399.8,1,late,0,146.06,0.65,0.905,1,0
4774,2451,284,budget,399.8,1,late,0,149.3,0.61,0.609,1,0
4775,1372,193,budget,326.18,3,lunch,0,208.4,0.45,0.102,1,1
4775,1372,117,budget,326.18,3,lunch,0,127.15,0.53,0.281,1,0
4775,1372,297,budget,326.18,3,lunch,0,169.36,0.44,0.758,0,0
4776,2828,75,budget,315.59,1,dinner,1,84.63,0.64,0.741,1,1
4776,2828,69,budget,315.59,1,dinner,1,110.22,0.51,0.434,1,1
4776,2828,27,budget,315.59,1,dinner,1,322.95,0.27,0.873,0,0
4777,1233,12,mid,558.75,1,dinner,1,255.67,0.31,0.405,0,1
4777,1233,172,mid,558.75,1,dinner,1,178.64,0.54,0.949,1,1
4777,1233,59,mid,558.75,1,dinner,1,304.39,0.23,0.652,0,0
4778,2091,91,budget,504.01,1,late,0,166.84,0.59,0.744,1,0
4778,2091,121,budget,504.01,1,late,0,205.13,0.26,0.228,0,0
4778,2091,166,budget,504.01,1,late,0,320.13,0.22,0.35,0,0
4779,1280,6,budget,650.71,3,late,1,188.91,0.41,0.299,0,0
4779,1280,262,budget,650.71,3,late,1,285.65,0.25,0.494,0,0
4779,1280,297,budget,650.71,3,late,1,169.36,0.44,0.758,0,0
4780,2858,282,budget,442.02,3,dinner,0,221.95,0.38,0.159,0,0
4780,2858,230,budget,442.02,3,dinner,0,190.78,0.43,0.759,1,1
4780,2858,11,budget,442.02,3,dinner,0,462.7,0.22,0.792,0,0
4781,2329,98,mid,525.33,1,dinner,0,366.41,0.22,0.447,0,0
4781,2329,110,mid,525.33,1,dinner,0,142.61,0.55,0.035,1,0
4781,2329,20,mid,525.33,1,dinner,0,171.92,0.68,0.19,1,0
4782,1972,291,budget,482.97,2,lunch,1,198.38,0.37,0.441,0,0
4782,1972,68,budget,482.97,2,lunch,1,249.71,0.36,0.441,0,0
4782,1972,203,budget,482.97,2,lunch,1,238.86,0.33,0.747,0,0
4783,1073,289,budget,329.71,2,lunch,1,136.97,0.41,0.99,0,0
4783,1073,122,budget,329.71,2,lunch,1,438.67,0.31,0.134,0,0
4783,1073,39,budget,329.71,2,lunch,1,211.37,0.29,0.131,0,0
4784,634,2,mid,621.42,2,lunch,1,235.95,0.33,0.779,0,0
4784,634,193,mid,621.42,2,lunch,1,208.4,0.45,0.102,1,1
4784,634,4,mid,621.42,2,lunch,1,121.68,0.46,0.018,0,1
4785,1577,92,budget,444.17,1,lunch,0,459.69,0.22,0.013,0,0
4785,1577,144,budget,444.17,1,lunch,0,283.69,0.24,0.739,0,0
4785,1577,178,budget,444.17,1,lunch,0,224.74,0.31,0.547,0,0
4786,2675,255,budget,454.83,1,dinner,0,139.46,0.53,0.904,1,0
4786,2675,198,budget,454.83,1,dinner,0,113.3,0.38,0.576,0,0
4786,2675,115,budget,454.83,1,dinner,0,374.58,0.32,0.169,0,0
4787,174,49,premium,308.02,2,late,1,155.31,0.47,0.862,1,1
4787,174,164,premium,308.02,2,late,1,134.02,0.4,0.748,0,1
4787,174,259,premium,308.02,2,late,1,297.73,0.21,0.651,0,0
4788,1188,145,budget,385.76,1,dinner,0,375.83,0.32,0.746,0,0
4788,1188,229,budget,385.76,1,dinner,0,216.79,0.53,0.271,1,0
4788,1188,10,budget,385.76,1,dinner,0,84.31,0.68,0.858,1,0
4789,2956,90,budget,353.35,1,dinner,0,151.91,0.59,0.63,1,0
4789,2956,125,budget,353.35,1,dinner,0,248.76,0.49,0.006,0,0
4789,2956,294,budget,353.35,1,dinner,0,268.04,0.55,0.387,1,0
4790,2621,212,budget,369.33,2,lunch,0,111.51,0.68,0.288,1,0
4790,2621,114,budget,369.33,2,lunch,0,142.63,0.47,0.751,1,0
4790,2621,45,budget,369.33,2,lunch,0,246.29,0.47,0.418,1,0
4791,607,145,mid,479.8,1,dinner,1,375.83,0.32,0.746,0,0
4791,607,176,mid,479.8,1,dinner,1,234.93,0.53,0.63,1,0
4791,607,45,mid,479.8,1,dinner,1,246.29,0.47,0.418,1,1
4792,55,107,budget,656.09,2,dinner,1,297.28,0.54,0.029,1,1
4792,55,286,budget,656.09,2,dinner,1,146.06,0.65,0.905,1,0
4792,55,215,budget,656.09,2,dinner,1,212.61,0.35,0.807,0,0
4793,334,166,mid,562.21,3,lunch,1,320.13,0.22,0.35,0,0
4793,334,83,mid,562.21,3,lunch,1,200.82,0.47,0.635,0,0
4793,334,196,mid,562.21,3,lunch,1,280.16,0.23,0.515,0,0
4794,2329,89,mid,497.59,3,dinner,0,415.09,0.29,0.143,0,0
4794,2329,145,mid,497.59,3,dinner,0,375.83,0.32,0.746,0,1
4794,2329,19,mid,497.59,3,dinner,0,129.47,0.48,0.307,1,0
4795,631,114,budget,544.64,2,lunch,0,142.63,0.47,0.751,1,0
4795,631,110,budget,544.64,2,lunch,0,142.61,0.55,0.035,1,1
4795,631,179,budget,544.64,2,lunch,0,163.1,0.36,0.387,0,0
4796,1548,59,budget,725.96,3,lunch,1,304.39,0.23,0.652,0,0
4796,1548,86,budget,725.96,3,lunch,1,321.81,0.3,0.728,0,0
4796,1548,144,budget,725.96,3,lunch,1,283.69,0.24,0.739,0,0
4797,1204,148,budget,458.6,2,lunch,1,339.83,0.25,0.766,0,0
4797,1204,192,budget,458.6,2,lunch,1,186.85,0.54,0.705,1,0
4797,1204,231,budget,458.6,2,lunch,1,205.49,0.49,0.571,1,0
4798,2118,259,mid,387.4,3,lunch,0,297.73,0.21,0.651,0,0
4798,2118,154,mid,387.4,3,lunch,0,103.19,0.36,0.843,0,0
4798,2118,196,mid,387.4,3,lunch,0,280.16,0.23,0.515,0,0
4799,509,96,budget,305.29,3,dinner,0,81.64,0.68,0.169,1,1
4799,509,75,budget,305.29,3,dinner,0,84.63,0.64,0.741,1,0
4799,509,274,budget,305.29,3,dinner,0,165.31,0.59,0.274,1,0
4800,1709,76,budget,318.19,2,dinner,0,360.02,0.28,0.546,0,0
4800,1709,139,budget,318.19,2,dinner,0,190.2,0.41,0.894,0,0
4800,1709,227,budget,318.19,2,dinner,0,120.06,0.53,0.02,1,0
4801,2836,236,budget,471.16,1,late,0,287.78,0.28,0.064,0,0
4801,2836,152,budget,471.16,1,late,0,76.54,0.63,0.979,1,0
4801,2836,287,budget,471.16,1,late,0,341.68,0.2,0.975,0,0
4802,341,164,budget,256.95,1,lunch,0,134.02,0.4,0.748,0,0
4802,341,228,budget,256.95,1,lunch,0,252.88,0.46,0.071,1,1
4802,341,18,budget,256.95,1,lunch,0,146.01,0.39,0.399,0,0
4803,941,81,budget,339.08,2,dinner,1,90.8,0.63,0.958,1,0
4803,941,62,budget,339.08,2,dinner,1,235.5,0.32,0.364,0,0
4803,941,257,budget,339.08,2,dinner,1,225.36,0.35,0.588,0,0
4804,1493,244,budget,422.29,2,lunch,0,348.19,0.24,0.569,0,0
4804,1493,35,budget,422.29,2,lunch,0,214.26,0.48,0.309,1,0
4804,1493,78,budget,422.29,2,lunch,0,161.27,0.43,0.198,0,0
4805,673,222,budget,495.9,2,lunch,0,184.49,0.43,0.784,0,0
4805,673,171,budget,495.9,2,lunch,0,198.29,0.44,0.693,0,0
4805,673,40,budget,495.9,2,lunch,0,229.41,0.22,0.062,0,0
4806,548,233,premium,429.43,3,lunch,0,104.86,0.48,0.426,0,0
4806,548,173,premium,429.43,3,lunch,0,369.86,0.24,0.989,0,0
4806,548,14,premium,429.43,3,lunch,0,65.84,0.64,0.787,1,1
4807,517,0,premium,469.6,2,dinner,0,231.17,0.4,0.369,0,1
4807,517,18,premium,469.6,2,dinner,0,146.01,0.39,0.399,0,0
4807,517,291,premium,469.6,2,dinner,0,198.38,0.37,0.441,0,0
4808,2968,258,budget,409.2,1,lunch,0,254.69,0.35,0.506,0,0
4808,2968,268,budget,409.2,1,lunch,0,154.76,0.52,0.836,1,0
4808,2968,43,budget,409.2,1,lunch,0,190.82,0.42,0.508,1,1
4809,412,238,mid,267.71,2,dinner,0,229.01,0.23,0.898,0,0
4809,412,264,mid,267.71,2,dinner,0,205.59,0.46,0.428,0,0
4809,412,153,mid,267.71,2,dinner,0,171.24,0.58,0.319,1,0
4810,1504,60,premium,498.16,3,dinner,0,335.76,0.28,0.033,0,0
4810,1504,119,premium,498.16,3,dinner,0,126.21,0.7,0.073,1,1
4810,1504,254,premium,498.16,3,dinner,0,416.58,0.32,0.15,0,0
4811,577,263,budget,338.96,2,dinner,1,172.06,0.51,0.5,1,0
4811,577,134,budget,338.96,2,dinner,1,78.66,0.51,0.738,1,1
4811,577,154,budget,338.96,2,dinner,1,103.19,0.36,0.843,0,0
4812,2123,275,mid,375.73,1,lunch,0,93.81,0.54,0.136,1,0
4812,2123,215,mid,375.73,1,lunch,0,212.61,0.35,0.807,0,0
4812,2123,248,mid,375.73,1,lunch,0,127.14,0.38,0.364,0,0
4813,653,236,mid,531.66,1,dinner,0,287.78,0.28,0.064,0,0
4813,653,73,mid,531.66,1,dinner,0,149.92,0.44,1.0,0,0
4813,653,292,mid,531.66,1,dinner,0,238.75,0.5,0.163,1,0
4814,1759,39,budget,373.05,1,dinner,0,211.37,0.29,0.131,0,0
4814,1759,108,budget,373.05,1,dinner,0,239.2,0.46,0.317,1,0
4814,1759,141,budget,373.05,1,dinner,0,496.86,0.27,0.228,0,0
4815,108,36,budget,292.61,2,dinner,0,135.55,0.63,0.211,1,0
4815,108,138,budget,292.61,2,dinner,0,148.66,0.58,0.48,1,0
4815,108,202,budget,292.61,2,dinner,0,133.23,0.64,0.66,1,1
4816,2867,17,mid,446.47,2,dinner,0,203.6,0.28,0.574,0,0
4816,2867,151,mid,446.47,2,dinner,0,268.31,0.29,0.012,0,1
4816,2867,190,mid,446.47,2,dinner,0,136.78,0.44,0.902,1,0
4817,716,151,premium,483.5,3,lunch,1,268.31,0.29,0.012,0,1
4817,716,145,premium,483.5,3,lunch,1,375.83,0.32,0.746,0,0
4817,716,184,premium,483.5,3,lunch,1,223.54,0.46,0.379,0,0
4818,2172,158,budget,325.17,3,dinner,0,466.67,0.25,0.013,0,0
4818,2172,60,budget,325.17,3,dinner,0,335.76,0.28,0.033,0,0
4818,2172,95,budget,325.17,3,dinner,0,133.73,0.51,0.932,1,0
4819,707,87,premium,652.35,2,lunch,0,265.32,0.46,0.472,1,1
4819,707,195,premium,652.35,2,lunch,0,156.51,0.45,0.495,1,1
4819,707,27,premium,652.35,2,lunch,0,322.95,0.27,0.873,0,0
4820,2023,240,mid,431.39,1,dinner,0,96.82,0.45,0.253,0,0
4820,2023,261,mid,431.39,1,dinner,0,267.01,0.2,0.503,0,0
4820,2023,27,mid,431.39,1,dinner,0,322.95,0.27,0.873,0,0
4821,1977,65,budget,313.84,1,dinner,0,238.12,0.28,0.561,0,0
4821,1977,92,budget,313.84,1,dinner,0,459.69,0.22,0.013,0,0
4821,1977,77,budget,313.84,1,dinner,0,262.8,0.52,0.668,1,1
4822,146,198,budget,272.9,2,dinner,1,113.3,0.38,0.576,0,0
4822,146,117,budget,272.9,2,dinner,1,127.15,0.53,0.281,1,0
4822,146,188,budget,272.9,2,dinner,1,272.66,0.48,0.13,1,0
4823,1886,118,budget,587.32,3,lunch,0,61.27,0.63,0.424,1,1
4823,1886,202,budget,587.32,3,lunch,0,133.23,0.64,0.66,1,0
4823,1886,177,budget,587.32,3,lunch,0,129.85,0.52,0.614,1,1
4824,1779,204,mid,494.62,2,dinner,0,489.98,0.29,0.801,0,0
4824,1779,146,mid,494.62,2,dinner,0,268.11,0.28,0.644,0,1
4824,1779,7,mid,494.62,2,dinner,0,143.09,0.45,0.476,0,0
4825,1080,209,mid,573.74,1,lunch,0,146.19,0.57,0.625,1,0
4825,1080,125,mid,573.74,1,lunch,0,248.76,0.49,0.006,0,0
4825,1080,256,mid,573.74,1,lunch,0,234.58,0.24,0.995,0,1
4826,275,23,budget,377.17,2,late,0,176.32,0.53,0.161,1,0
4826,275,36,budget,377.17,2,late,0,135.55,0.63,0.211,1,1
4826,275,118,budget,377.17,2,late,0,61.27,0.63,0.424,1,1
4827,1725,254,mid,352.47,2,lunch,1,416.58,0.32,0.15,0,1
4827,1725,78,mid,352.47,2,lunch,1,161.27,0.43,0.198,0,0
4827,1725,132,mid,352.47,2,lunch,1,141.65,0.49,0.566,0,0
4828,70,63,budget,500.41,3,dinner,0,241.29,0.49,0.576,1,0
4828,70,66,budget,500.41,3,dinner,0,395.59,0.34,0.833,0,0
4828,70,170,budget,500.41,3,dinner,0,103.85,0.61,0.957,1,0
4829,2686,161,budget,406.16,1,lunch,0,476.08,0.26,0.365,0,0
4829,2686,157,budget,406.16,1,lunch,0,319.26,0.26,0.926,0,0
4829,2686,113,budget,406.16,1,lunch,0,176.15,0.64,0.315,1,0
4830,2648,12,budget,593.99,1,dinner,0,255.67,0.31,0.405,0,0
4830,2648,173,budget,593.99,1,dinner,0,369.86,0.24,0.989,0,0
4830,2648,177,budget,593.99,1,dinner,0,129.85,0.52,0.614,1,1
