order_id,user_id,cart_value,cart_size,hour_bucket,weekend_flag
4050,2281,423.78,3,dinner,0
4051,422,400.35,3,dinner,1
4052,604,570.98,3,dinner,0
4053,1142,554.91,3,lunch,1
4054,1956,393.19,2,lunch,0
4055,2525,530.85,2,dinner,0
4056,2094,405.36,3,lunch,0
4057,448,605.37,1,dinner,0
4058,1447,301.24,1,dinner,0
4059,2328,386.56,2,late,0
4060,880,573.42,1,dinner,0
4061,2192,488.61,1,dinner,0
4062,2963,515.0,1,lunch,1
4063,783,378.25,2,lunch,0
4064,1284,366.44,2,lunch,0
4065,2049,664.37,2,late,0
4066,1394,291.76,1,late,1
4067,2428,507.59,3,dinner,0
4068,1759,493.62,1,dinner,0
4069,1043,555.09,3,dinner,0
4070,708,420.9,2,dinner,1
4071,1513,369.7,1,dinner,0
4072,2037,478.7,2,lunch,0
4073,1484,479.49,1,lunch,0
4074,2719,488.72,1,dinner,0
4075,2997,423.72,1,lunch,1
4076,696,435.31,1,lunch,0
4077,1428,312.79,2,late,0
4078,840,566.92,3,dinner,0
4079,1815,541.11,3,dinner,0
4080,1707,325.44,2,dinner,1
4081,1070,478.0,1,dinner,1
4082,1790,286.48,2,dinner,0
4083,2552,482.6,3,dinner,1
4084,653,467.43,1,dinner,1
4085,525,293.4,2,dinner,1
4086,1406,447.4,1,dinner,0
4087,2713,245.9,2,dinner,0
4088,492,596.97,2,dinner,0
4089,2007,453.46,1,dinner,0
4090,437,315.76,1,lunch,0
4091,2204,359.07,2,dinner,1
4092,2083,512.63,3,lunch,0
4093,60,368.08,1,lunch,0
4094,979,475.56,1,lunch,0
4095,48,514.57,3,lunch,0
4096,2722,497.94,2,dinner,0
4097,2158,547.05,2,lunch,0
4098,1334,597.87,1,lunch,0
4099,2474,483.5,1,dinner,0
4100,1757,536.88,1,dinner,0
4101,1260,286.84,3,late,1
4102,1608,485.97,3,late,0
4103,2580,339.45,3,dinner,0
4104,2002,557.01,2,lunch,0
4105,2361,415.52,2,lunch,0
4106,2102,615.94,2,late,0
4107,2796,385.87,1,late,1
4108,1305,366.02,2,lunch,0
4109,2021,502.47,1,lunch,1
4110,731,529.58,1,dinner,0
4111,2595,477.51,2,dinner,0
4112,45,345.9,2,late,0
4113,1532,418.66,1,dinner,0
4114,760,380.97,1,late,0
4115,1513,478.12,3,dinner,0
4116,2967,549.53,2,lunch,0
4117,1685,460.54,2,late,0
4118,2140,289.06,2,lunch,1
4119,1750,383.31,1,dinner,1
4120,2679,526.89,2,dinner,0
4121,2513,257.36,1,lunch,1
4122,2933,461.54,1,dinner,0
4123,1909,423.06,1,dinner,1
4124,1032,382.37,1,dinner,0
4125,1027,540.14,1,dinner,0
4126,201,458.39,2,dinner,1
4127,872,537.13,3,dinner,0
4128,2661,444.54,1,lunch,0
4129,2555,445.86,1,lunch,1
4130,955,410.11,1,lunch,0
4131,145,384.71,2,dinner,0
4132,1400,323.5,3,dinner,0
4133,2164,416.95,2,late,0
4134,1580,366.83,3,dinner,0
4135,170,323.23,1,dinner,0
4136,304,496.44,3,dinner,0
4137,716,507.4,2,dinner,0
4138,2139,587.57,3,dinner,1
4139,2110,392.84,3,lunch,0
4140,998,679.19,1,dinner,0
4141,1956,351.44,2,lunch,0
4142,2573,496.39,2,dinner,1
4143,387,513.39,1,late,0
4144,129,374.72,2,lunch,0
4145,2711,337.53,1,dinner,0
4146,2227,490.16,2,dinner,0
4147,1599,466.85,2,lunch,0
4148,481,549.01,1,lunch,1
4149,644,409.2,3,lunch,1
4150,2099,325.34,1,late,0
4151,2312,468.67,1,lunch,1
4152,936,404.67,1,dinner,0
4153,2401,555.55,3,lunch,1
4154,2103,520.24,2,dinner,1
4155,1395,455.23,2,late,0
4156,1466,350.53,1,dinner,0
4157,292,331.49,1,dinner,0
4158,1182,563.56,2,lunch,0
4159,2382,275.43,2,lunch,0
4160,23,278.72,1,dinner,1
4161,2182,336.74,3,late,0
4162,1193,388.52,3,dinner,0
4163,459,258.31,2,dinner,1
4164,2020,479.23,2,dinner,0
4165,2492,484.8,1,dinner,1
4166,850,500.45,1,lunch,0
4167,2714,601.06,3,lunch,1
4168,2,500.7,2,dinner,0
4169,1462,381.5,2,dinner,1
4170,2613,362.38,2,lunch,0
4171,590,400.34,1,dinner,1
4172,2790,596.02,2,dinner,0
4173,2849,609.88,2,dinner,0
4174,2039,307.15,1,dinner,0
4175,89,547.6,2,late,0
4176,745,368.55,1,dinner,0
4177,471,407.62,2,lunch,0
4178,701,393.04,1,late,0
4179,1337,302.34,2,dinner,0
4180,1516,607.55,1,dinner,0
4181,1803,404.51,3,lunch,0
4182,680,501.97,3,late,0
4183,2568,426.59,2,late,1
4184,1032,457.36,1,lunch,1
4185,2208,425.01,3,dinner,1
4186,2567,300.07,2,dinner,0
4187,659,335.37,1,lunch,0
4188,2513,415.59,3,dinner,0
4189,1418,387.86,2,dinner,0
4190,2190,419.29,2,dinner,0
4191,1659,258.47,3,dinner,1
4192,2001,341.21,2,late,1
4193,486,429.97,3,dinner,0
4194,192,490.58,2,lunch,0
4195,1478,363.46,3,dinner,0
4196,2446,302.3,3,lunch,0
4197,1938,448.03,2,dinner,0
4198,1889,375.06,1,late,0
4199,1716,327.76,2,lunch,0
4200,2653,332.07,2,dinner,0
4201,924,533.2,1,lunch,0
4202,762,406.42,3,late,1
4203,467,370.42,2,lunch,0
4204,2444,632.86,1,dinner,1
4205,530,577.76,2,dinner,0
4206,2709,453.19,2,lunch,0
4207,543,637.03,3,dinner,1
4208,485,370.16,3,lunch,1
4209,728,325.11,2,lunch,1
4210,1122,546.94,1,late,1
4211,657,368.87,1,lunch,0
4212,1807,606.0,2,lunch,0
4213,2195,513.28,2,dinner,1
4214,2092,561.55,1,dinner,1
4215,2129,252.17,2,dinner,0
4216,150,529.01,2,lunch,0
4217,2715,419.57,1,dinner,0
4218,1512,454.17,2,dinner,1
4219,1342,400.58,1,late,0
4220,1819,373.89,3,dinner,0
4221,2549,529.19,2,lunch,1
4222,837,443.21,1,late,0
4223,914,380.48,2,dinner,1
4224,774,431.9,3,lunch,0
4225,1393,451.7,3,dinner,0
4226,1404,476.67,1,dinner,1
4227,1613,585.29,1,dinner,0
4228,63,389.98,2,dinner,0
4229,1508,371.52,1,dinner,0
4230,1842,425.35,3,dinner,0
4231,2334,500.6,1,dinner,0
4232,2020,573.06,2,lunch,0
4233,338,568.22,1,dinner,1
4234,1406,413.76,2,dinner,0
4235,526,467.15,1,late,0
4236,928,663.27,1,late,0
4237,1320,308.07,2,dinner,0
4238,2129,394.17,1,dinner,0
4239,1752,543.71,1,late,0
4240,1772,466.35,2,dinner,0
4241,966,367.3,2,lunch,1
4242,1050,286.07,1,lunch,0
4243,921,501.6,1,dinner,1
4244,2263,537.26,2,dinner,1
4245,1391,593.92,3,lunch,0
4246,932,520.63,1,dinner,1
4247,2340,499.51,2,lunch,1
4248,642,350.22,1,lunch,0
4249,2261,358.75,2,lunch,0
4250,405,354.93,1,late,0
4251,1177,418.36,1,lunch,1
4252,2842,280.41,1,lunch,0
4253,529,329.02,1,dinner,0
4254,731,322.78,3,lunch,0
4255,2435,307.02,1,lunch,0
4256,1446,601.37,3,dinner,0
4257,429,463.73,1,lunch,1
4258,1707,449.4,1,lunch,0
4259,2174,566.94,1,dinner,0
4260,1930,504.7,1,dinner,0
4261,1416,506.94,1,lunch,1
4262,642,320.19,2,lunch,1
4263,1944,396.84,2,dinner,0
4264,326,483.26,1,dinner,1
4265,943,449.31,2,dinner,1
4266,2033,223.82,1,dinner,0
4267,1510,420.66,1,lunch,0
4268,2080,325.59,2,lunch,1
4269,2987,281.46,1,dinner,0
4270,2078,324.2,3,lunch,0
4271,1073,543.1,2,lunch,1
4272,1228,558.97,1,dinner,0
4273,445,434.3,3,dinner,0
4274,2038,518.05,1,lunch,0
4275,1503,686.95,2,late,1
4276,737,414.23,1,late,0
4277,1664,563.59,1,dinner,0
4278,1454,459.49,2,dinner,0
4279,2845,288.24,2,dinner,0
4280,343,560.22,2,lunch,0
4281,1772,434.69,1,lunch,1
4282,653,307.77,1,dinner,0
4283,2331,346.18,2,dinner,0
4284,2691,515.12,1,dinner,0
4285,2009,655.85,2,lunch,1
4286,2151,468.0,1,dinner,0
4287,1967,428.72,3,lunch,0
4288,2656,581.09,1,dinner,0
4289,2495,281.95,1,lunch,0
4290,1552,432.56,1,lunch,0
4291,2754,340.15,2,dinner,0
4292,769,360.96,3,lunch,1
4293,2215,234.68,2,lunch,0
4294,1479,317.99,1,late,0
4295,1061,413.32,1,lunch,0
4296,2251,413.83,2,late,0
4297,2717,567.14,1,lunch,0
4298,218,563.18,1,dinner,0
4299,2174,480.31,1,dinner,0
4300,2408,286.18,1,lunch,0
4301,53,539.71,2,late,0
4302,1658,505.95,1,lunch,0
4303,1316,475.19,1,dinner,1
4304,676,341.93,2,dinner,0
4305,170,457.05,3,dinner,1
4306,1723,545.49,1,dinner,1
4307,2242,430.01,2,lunch,0
4308,1373,417.93,3,lunch,0
4309,2083,284.57,1,lunch,0
4310,1682,308.99,1,lunch,0
4311,347,390.78,1,lunch,0
4312,1003,284.02,3,dinner,0
4313,1989,606.89,1,dinner,0
4314,816,482.54,3,lunch,1
4315,821,526.47,3,dinner,1
4316,1853,407.98,3,late,0
4317,1983,303.71,1,late,0
4318,2621,286.33,1,lunch,0
4319,1604,640.32,2,dinner,1
4320,2788,264.96,1,lunch,0
4321,1721,372.6,1,late,1
4322,221,483.74,1,dinner,0
4323,1495,446.84,1,late,0
4324,1132,473.67,3,lunch,0
4325,601,320.4,3,dinner,0
4326,2519,654.32,1,lunch,1
4327,2031,350.94,2,dinner,0
4328,2949,412.96,1,dinner,0
4329,1810,493.95,2,lunch,0
4330,2362,597.77,2,lunch,0
4331,934,396.32,3,late,0
4332,1308,492.15,1,dinner,0
4333,1501,739.19,3,late,1
4334,794,360.84,3,dinner,0
4335,28,603.77,3,dinner,0
4336,2013,368.8,1,dinner,0
4337,2798,497.71,2,dinner,1
4338,1337,540.41,3,lunch,0
4339,2709,374.92,2,dinner,0
4340,629,484.24,1,lunch,0
4341,1832,221.72,1,dinner,0
4342,2849,329.31,2,late,0
4343,2041,249.38,1,dinner,0
4344,1301,501.46,2,late,1
4345,1193,646.79,1,late,0
4346,950,477.67,1,lunch,0
4347,2342,525.12,3,lunch,0
4348,2071,374.64,2,dinner,1
4349,1131,302.26,1,lunch,0
4350,2001,458.87,2,lunch,1
4351,2764,536.79,2,dinner,0
4352,820,412.51,2,lunch,0
4353,2976,437.07,1,dinner,0
4354,1001,702.93,2,lunch,1
4355,196,549.97,2,dinner,0
4356,1675,619.85,2,lunch,1
4357,427,512.71,1,dinner,0
4358,1379,499.1,1,lunch,0
4359,1310,465.69,1,dinner,1
4360,1865,443.45,1,lunch,1
4361,913,624.01,1,dinner,1
4362,96,607.59,1,dinner,1
4363,1303,480.9,2,dinner,0
4364,1872,367.75,3,dinner,0
4365,1015,401.23,1,dinner,0
4366,2825,562.75,2,lunch,1
4367,1071,429.18,2,lunch,0
4368,1164,479.0,1,lunch,1
4369,2380,360.45,3,dinner,0
4370,2806,460.01,2,dinner,0
4371,309,474.59,2,lunch,0
4372,1348,635.45,1,late,1
4373,2636,576.27,2,lunch,1
4374,2425,599.71,2,dinner,0
4375,2433,292.2,1,lunch,0
4376,325,653.08,1,lunch,1
4377,2884,501.54,1,dinner,0
4378,387,634.5,1,lunch,1
4379,1794,348.31,1,lunch,0
4380,957,485.37,1,lunch,0
4381,1772,417.06,2,dinner,1
4382,209,355.2,3,dinner,0
4383,2622,357.35,3,lunch,0
4384,258,387.45,2,dinner,0
4385,1040,434.98,3,dinner,0
4386,211,391.45,2,dinner,0
4387,1584,575.13,2,dinner,0
4388,1102,529.72,3,dinner,0
4389,2315,469.13,2,dinner,1
4390,2218,500.31,2,dinner,0
4391,1022,341.46,3,dinner,0
4392,446,389.79,2,dinner,1
4393,553,408.29,1,lunch,1
4394,2498,460.69,1,dinner,0
4395,469,280.49,2,lunch,1
4396,1689,329.46,1,dinner,0
4397,2784,523.5,3,dinner,0
4398,1497,352.51,2,lunch,1
4399,260,493.82,3,lunch,0
4400,2293,374.04,3,late,1
4401,2849,452.98,1,dinner,0
4402,179,299.78,2,dinner,0
4403,2434,362.33,3,dinner,1
4404,833,378.85,2,dinner,0
4405,2619,535.86,1,dinner,1
4406,2706,560.99,2,dinner,1
4407,331,634.81,1,dinner,0
4408,2773,637.25,3,dinner,0
4409,700,475.3,3,late,1
4410,1261,398.48,1,dinner,1
4411,2189,437.16,1,lunch,0
4412,1973,465.2,2,lunch,1
4413,2600,498.33,2,dinner,0
4414,1480,518.37,1,dinner,0
4415,2643,369.05,3,lunch,0
4416,2965,460.61,2,lunch,1
4417,953,588.64,1,dinner,0
4418,1608,492.35,2,lunch,0
4419,2964,494.11,1,late,0
4420,2319,268.16,2,lunch,0
4421,1214,535.46,1,lunch,0
4422,2245,423.22,2,lunch,0
4423,852,363.71,1,dinner,1
4424,2925,262.71,1,dinner,0
4425,2050,469.41,1,dinner,0
4426,346,496.02,1,dinner,0
4427,493,595.24,2,dinner,0
4428,860,530.24,3,dinner,0
4429,2962,571.0,1,lunch,0
4430,80,350.26,3,lunch,0
4431,2800,358.34,2,lunch,1
4432,51,460.67,2,dinner,0
4433,2643,597.18,2,dinner,0
4434,852,528.25,3,lunch,1
4435,861,514.33,1,dinner,0
4436,682,418.1,2,dinner,1
4437,548,402.01,2,late,0
4438,1051,361.05,1,lunch,0
4439,1791,588.68,1,dinner,0
4440,2097,443.94,1,lunch,0
4441,1613,327.01,3,late,1
4442,270,367.86,3,dinner,0
4443,1648,333.74,2,dinner,0
4444,2783,537.34,1,lunch,0
4445,360,578.78,2,dinner,1
4446,2742,401.29,2,late,1
4447,2393,599.86,3,lunch,0
4448,1546,550.7,2,dinner,0
4449,2929,620.66,1,dinner,0
4450,363,405.85,3,dinner,0
4451,315,322.72,2,late,1
4452,2573,435.31,2,dinner,0
4453,616,440.05,2,lunch,1
4454,884,411.79,2,late,0
4455,1324,253.64,1,lunch,0
4456,1665,303.75,1,dinner,1
4457,222,305.86,1,lunch,1
4458,813,421.56,1,late,0
4459,2961,481.06,2,lunch,1
4460,658,551.83,1,lunch,1
4461,2112,573.23,2,late,0
4462,1070,417.82,1,lunch,0
4463,2236,481.05,1,dinner,0
4464,574,369.72,1,dinner,0
4465,1495,285.72,2,dinner,0
4466,1164,475.96,2,dinner,0
4467,2951,371.09,2,lunch,0
4468,1204,639.23,2,late,0
4469,2972,530.02,3,lunch,0
4470,571,420.11,1,late,1
4471,2558,329.3,1,dinner,0
4472,2432,509.65,1,dinner,0
4473,2816,485.86,1,dinner,1
4474,2824,372.51,1,lunch,0
4475,486,456.33,2,lunch,0
4476,2360,482.08,2,dinner,1
4477,1029,621.7,3,late,0
4478,1161,438.29,2,dinner,0
4479,2074,351.67,1,lunch,0
4480,1928,523.1,2,dinner,0
4481,2253,520.2,2,dinner,0
4482,704,524.68,3,dinner,0
4483,2604,514.7,2,dinner,0
4484,734,537.74,1,dinner,1
4485,2187,358.69,1,dinner,0
4486,1006,367.19,2,lunch,0
4487,2591,285.24,3,dinner,0
4488,1989,536.35,1,dinner,0
4489,799,577.21,1,lunch,0
4490,2444,284.92,1,lunch,0
4491,78,567.67,3,lunch,0
4492,2830,555.25,1,dinner,0
4493,666,480.28,1,lunch,0
4494,1121,556.56,3,lunch,1
4495,1780,411.7,2,dinner,0
4496,541,403.48,2,dinner,0
4497,1499,362.91,1,dinner,0
4498,2806,463.45,2,lunch,1
4499,1261,520.81,2,lunch,0
4500,876,297.97,2,lunch,0
4501,2419,353.35,2,dinner,0
4502,1362,509.57,1,lunch,0
4503,1318,276.65,3,lunch,1
4504,2002,367.08,1,dinner,0
4505,686,448.88,1,lunch,1
4506,1043,468.4,2,lunch,1
4507,1348,476.79,2,lunch,0
4508,2758,537.24,3,dinner,0
4509,824,357.25,1,lunch,0
4510,1095,455.0,2,lunch,0
4511,194,552.71,3,dinner,1
4512,1570,502.29,2,lunch,0
4513,2596,587.96,2,dinner,0
4514,619,391.19,2,dinner,0
4515,2279,460.82,2,dinner,0
4516,974,313.51,2,lunch,0
4517,360,379.53,1,dinner,0
4518,1136,458.64,2,dinner,0
4519,1742,582.7,2,dinner,0
4520,767,486.75,1,lunch,0
4521,2414,613.82,2,lunch,0
4522,1959,363.61,1,dinner,0
4523,1703,288.96,3,dinner,0
4524,944,416.43,1,dinner,1
4525,1968,378.18,2,dinner,0
4526,1471,347.68,2,late,0
4527,1060,372.84,3,late,1
4528,1828,625.73,1,dinner,0
4529,415,359.67,1,dinner,1
4530,1810,531.82,2,lunch,0
4531,2996,332.52,1,dinner,0
4532,2273,400.83,2,late,1
4533,992,499.72,2,dinner,0
4534,1137,650.29,2,dinner,0
4535,916,301.56,2,lunch,0
4536,2004,479.82,1,late,0
4537,127,396.1,1,lunch,0
4538,2356,502.13,1,dinner,0
4539,83,656.36,2,lunch,1
4540,215,424.14,3,dinner,0
4541,2138,492.72,2,dinner,1
4542,2568,499.77,1,dinner,1
4543,1452,392.59,1,lunch,0
4544,2426,391.57,2,dinner,0
4545,2560,682.72,1,lunch,1
4546,2629,447.62,1,lunch,1
4547,869,336.77,1,dinner,0
4548,1334,553.59,1,dinner,0
4549,2778,399.44,1,late,0
4550,1759,355.44,2,dinner,0
4551,131,506.74,1,late,1
4552,895,529.71,1,dinner,1
4553,2726,451.38,1,lunch,1
4554,2065,561.36,1,dinner,0
4555,1285,342.67,1,dinner,0
4556,1967,443.68,2,lunch,0
4557,897,639.67,1,dinner,1
4558,1078,473.33,1,dinner,1
4559,2466,224.88,1,lunch,0
4560,2102,343.55,1,dinner,0
4561,252,377.12,2,dinner,0
4562,1676,660.16,1,lunch,1
4563,1349,524.38,2,late,0
4564,2054,453.79,2,late,0
4565,2583,421.51,3,dinner,0
4566,450,518.41,1,dinner,0
4567,987,373.81,2,late,0
4568,2503,482.22,1,lunch,0
4569,2826,506.75,2,dinner,1
4570,1710,465.76,1,dinner,0
4571,429,238.51,2,late,0
4572,690,295.27,1,late,0
4573,2691,277.07,2,dinner,0
4574,2136,378.04,2,lunch,0
4575,2208,468.36,2,dinner,0
4576,2430,368.52,3,late,1
4577,2664,426.52,1,lunch,0
4578,345,397.2,3,dinner,0
4579,306,650.79,3,late,1
4580,2240,320.09,1,dinner,0
4581,2519,462.58,1,late,1
4582,1290,365.73,3,lunch,1
4583,316,333.17,2,late,0
4584,1405,433.69,2,dinner,0
4585,1110,507.79,2,lunch,0
4586,1892,323.43,3,dinner,0
4587,1704,475.62,2,lunch,0
4588,2462,658.24,1,dinner,1
4589,2238,384.02,1,dinner,1
4590,1605,359.19,1,dinner,1
4591,2065,274.97,2,lunch,1
4592,1287,270.56,1,dinner,1
4593,2226,568.97,3,dinner,0
4594,204,600.33,2,dinner,0
4595,147,402.2,3,lunch,0
4596,979,477.96,3,late,0
4597,1578,552.92,3,lunch,1
4598,2621,433.74,2,dinner,0
4599,2537,553.51,1,lunch,0
4600,902,343.92,2,late,0
4601,6,582.99,2,dinner,0
4602,2217,588.75,3,lunch,0
4603,2917,377.54,1,dinner,1
4604,2009,462.03,1,dinner,0
4605,1422,337.39,1,late,0
4606,1439,553.94,1,dinner,0
4607,1800,512.41,2,dinner,0
4608,253,455.39,2,dinner,0
4609,2971,440.11,1,dinner,0
4610,2822,530.24,3,lunch,0
4611,377,380.26,1,dinner,0
4612,156,450.17,1,lunch,0
4613,1309,316.66,1,late,0
4614,1776,616.2,2,lunch,0
4615,1420,438.03,3,lunch,0
4616,399,407.38,3,lunch,0
4617,443,461.14,3,late,0
4618,2150,412.68,2,lunch,0
4619,97,477.31,2,dinner,0
4620,1912,424.33,2,dinner,0
4621,1098,763.07,2,lunch,1
4622,2906,301.0,1,lunch,0
4623,1326,491.37,2,dinner,0
4624,865,420.82,2,lunch,0
4625,2129,564.17,2,dinner,0
4626,2332,284.23,2,dinner,0
4627,2343,363.88,1,late,0
4628,84,627.1,2,lunch,0
4629,2561,331.37,3,lunch,1
4630,2385,508.15,2,lunch,1
4631,234,389.32,1,lunch,0
4632,2843,433.59,1,lunch,0
4633,1359,336.46,1,dinner,0
4634,2529,439.32,1,dinner,1
4635,158,373.76,3,lunch,0
4636,2114,506.97,3,dinner,0
4637,1695,320.49,2,lunch,0
4638,1117,653.87,1,lunch,1
4639,369,415.45,2,late,0
4640,2536,267.25,2,lunch,0
4641,2691,405.74,1,late,0
4642,2946,451.68,1,lunch,0
4643,2380,553.23,2,dinner,1
4644,2947,462.82,1,dinner,0
4645,1419,319.46,2,late,0
4646,2040,408.53,2,lunch,0
4647,1882,569.6,1,dinner,1
4648,1088,477.73,3,dinner,1
4649,1526,360.94,2,dinner,0
4650,368,518.25,2,lunch,1
4651,1097,449.58,1,dinner,1
4652,2046,262.47,3,dinner,1
4653,1754,336.12,1,dinner,1
4654,2705,540.53,3,dinner,0
4655,2061,580.85,1,lunch,0
4656,640,322.34,2,lunch,0
4657,1164,389.13,3,lunch,0
4658,2338,415.17,2,dinner,0
4659,2864,559.28,2,dinner,1
4660,692,458.22,2,late,0
4661,2117,310.44,1,dinner,0
4662,997,264.68,1,dinner,1
4663,2039,462.3,2,dinner,0
4664,343,497.43,2,lunch,0
4665,679,459.41,2,lunch,0
4666,237,357.0,2,dinner,0
4667,217,331.21,2,dinner,0
4668,1712,486.84,1,dinner,1
4669,1787,451.01,2,dinner,1
4670,1088,278.94,2,lunch,0
4671,2152,307.47,1,dinner,1
4672,439,272.6,2,dinner,0
4673,2247,515.65,1,lunch,0
4674,889,401.4,2,dinner,1
4675,813,497.88,1,lunch,1
4676,1238,435.52,3,lunch,1
4677,1500,410.38,2,lunch,0
4678,605,221.28,2,dinner,0
4679,306,637.77,3,late,0
4680,2173,500.83,1,dinner,0
4681,2281,455.8,3,late,1
4682,1651,532.98,1,dinner,1
4683,1010,405.64,2,lunch,1
4684,120,394.88,3,late,0
4685,363,245.94,2,lunch,0
4686,1653,421.57,2,lunch,0
4687,514,339.5,2,dinner,1
4688,2776,699.34,2,dinner,1
4689,34,461.0,3,dinner,0
4690,2344,423.25,1,late,0
4691,1906,229.26,1,lunch,1
4692,912,360.87,2,dinner,0
4693,2922,291.72,3,dinner,0
4694,1270,446.41,2,lunch,0
4695,2564,678.08,2,dinner,1
4696,305,449.08,3,late,0
4697,106,437.83,2,dinner,0
4698,412,432.17,2,dinner,1
4699,1439,603.26,3,lunch,1
4700,3,452.76,2,lunch,1
4701,1634,605.86,1,dinner,1
4702,2942,488.24,1,dinner,0
4703,1321,419.9,2,late,0
4704,135,590.01,2,late,0
4705,1341,620.09,1,late,1
4706,2987,416.01,2,dinner,0
4707,645,441.05,1,lunch,0
4708,66,331.65,1,lunch,0
4709,2236,380.27,2,lunch,1
4710,2056,461.71,1,dinner,0
4711,2430,356.4,1,lunch,0
4712,2095,470.36,1,lunch,1
4713,1653,446.93,2,late,0
4714,1916,452.35,2,late,0
4715,603,321.03,3,late,1
4716,2175,375.9,1,dinner,1
4717,2302,448.79,3,late,1
4718,118,552.93,1,late,0
4719,2761,557.38,3,lunch,1
4720,1816,372.49,1,lunch,0
4721,1246,548.08,2,lunch,0
4722,2243,316.58,2,dinner,0
4723,1015,367.71,1,dinner,1
4724,1413,268.14,3,lunch,0
4725,2449,290.76,2,dinner,0
4726,1869,455.99,2,dinner,0
4727,1224,476.95,1,lunch,1
4728,2902,505.29,3,dinner,0
4729,771,679.85,3,lunch,0
4730,2636,491.76,2,lunch,0
4731,2929,430.14,1,dinner,0
4732,150,467.66,2,lunch,0
4733,2410,645.86,2,lunch,0
4734,476,605.03,3,lunch,1
4735,1060,342.81,2,lunch,1
4736,2972,437.75,1,dinner,1
4737,2030,272.43,2,late,1
4738,1681,431.6,1,dinner,0
4739,2020,479.14,2,dinner,1
4740,2145,518.4,1,dinner,1
4741,911,386.51,2,dinner,0
4742,2201,421.44,1,late,1
4743,100,221.94,3,dinner,0
4744,2201,286.56,1,dinner,0
4745,677,400.84,3,lunch,0
4746,979,283.95,2,dinner,0
4747,801,415.37,1,late,0
4748,1375,484.83,1,dinner,0
4749,2840,314.81,2,late,1
4750,457,733.92,2,dinner,1
4751,237,391.73,1,late,1
4752,1113,356.33,2,lunch,1
4753,535,571.46,1,dinner,1
4754,1971,638.94,2,dinner,1
4755,352,420.83,1,dinner,0
4756,2031,447.62,2,dinner,0
4757,1374,459.02,2,dinner,0
4758,1959,363.09,3,lunch,0
4759,1972,327.47,2,lunch,1
4760,984,503.14,1,dinner,1
4761,2843,348.33,2,dinner,0
4762,480,384.34,2,dinner,1
4763,1292,489.74,1,late,0
4764,674,311.88,1,dinner,0
4765,2915,485.03,1,dinner,0
4766,2640,350.69,3,late,0
4767,2976,318.79,2,dinner,1
4768,1916,372.77,1,lunch,0
4769,417,531.7,1,late,0
4770,75,460.11,1,late,1
4771,2037,564.23,2,lunch,1
4772,1338,302.36,1,dinner,0
4773,2752,364.67,3,dinner,1
4774,2451,399.8,1,late,0
4775,1372,326.18,3,lunch,0
4776,2828,315.59,1,dinner,1
4777,1233,558.75,1,dinner,1
4778,2091,504.01,1,late,0
4779,1280,650.71,3,late,1
4780,2858,442.02,3,dinner,0
4781,2329,525.33,1,dinner,0
4782,1972,482.97,2,lunch,1
4783,1073,329.71,2,lunch,1
4784,634,621.42,2,lunch,1
4785,1577,444.17,1,lunch,0
4786,2675,454.83,1,dinner,0
4787,174,308.02,2,late,1
4788,1188,385.76,1,dinner,0
4789,2956,353.35,1,dinner,0
4790,2621,369.33,2,lunch,0
4791,607,479.8,1,dinner,1
4792,55,656.09,2,dinner,1
4793,334,562.21,3,lunch,1
4794,2329,497.59,3,dinner,0
4795,631,544.64,2,lunch,0
4796,1548,725.96,3,lunch,1
4797,1204,458.6,2,lunch,1
4798,2118,387.4,3,lunch,0
4799,509,305.29,3,dinner,0
4800,1709,318.19,2,dinner,0
4801,2836,471.16,1,late,0
4802,341,256.95,1,lunch,0
4803,941,339.08,2,dinner,1
4804,1493,422.29,2,lunch,0
4805,673,495.9,2,lunch,0
4806,548,429.43,3,lunch,0
4807,517,469.6,2,dinner,0
4808,2968,409.2,1,lunch,0
4809,412,267.71,2,dinner,0
4810,1504,498.16,3,dinner,0
4811,577,338.96,2,dinner,1
4812,2123,375.73,1,lunch,0
4813,653,531.66,1,dinner,0
4814,1759,373.05,1,dinner,0
4815,108,292.61,2,dinner,0
4816,2867,446.47,2,dinner,0
4817,716,483.5,3,lunch,1
4818,2172,325.17,3,dinner,0
4819,707,652.35,2,lunch,0
4820,2023,431.39,1,dinner,0
4821,1977,313.84,1,dinner,0
4822,146,272.9,2,dinner,1
4823,1886,587.32,3,lunch,0
4824,1779,494.62,2,dinner,0
4825,1080,573.74,1,lunch,0
4826,275,377.17,2,late,0
4827,1725,352.47,2,lunch,1
4828,70,500.41,3,dinner,0
4829,2686,406.16,1,lunch,0
4830,2648,593.99,1,dinner,0
4831,2527,638.25,3,dinner,0
4832,2618,500.89,2,lunch,0
4833,1833,459.46,1,dinner,0
4834,1441,635.4,1,lunch,0
4835,1303,534.5,2,dinner,0
4836,1253,533.0,2,dinner,0
4837,1996,456.23,1,late,0
4838,587,542.96,3,dinner,0
4839,387,429.2,2,lunch,0
4840,2429,421.33,3,lunch,0
4841,2154,451.57,1,lunch,0
4842,2311,429.31,2,late,1
4843,1086,572.46,2,lunch,0
4844,2236,604.19,1,lunch,0
4845,2684,349.04,2,lunch,0
4846,2416,458.39,3,dinner,0
4847,231,541.05,1,late,0
4848,2546,425.41,3,dinner,0
4849,536,677.56,3,dinner,1
4850,2277,301.08,3,lunch,0
4851,1183,299.89,1,lunch,0
